Network_id,motif,nodes,observed_freq_sizeclass,expected_freq_sizeclass,percentil_sizeclass
1_2_bartomeus_spain_2008_fraop_1_2,1,2,1,1,0
1_2_bartomeus_spain_2008_fraop_1_2,2,3,0.09876543209876543,0.10734206529775799,0.342
1_2_bartomeus_spain_2008_fraop_1_2,3,3,0.9012345679012346,0.892657934702242,0.642
1_2_bartomeus_spain_2008_fraop_1_2,4,4,0.6847290640394089,0.6546990885029386,0.668
1_2_bartomeus_spain_2008_fraop_1_2,5,4,0.3054187192118227,0.3310596938478494,0.332
1_2_bartomeus_spain_2008_fraop_1_2,6,4,0.0049261083743842365,0.007632332970922739,0.339
1_2_bartomeus_spain_2008_fraop_1_2,7,4,0.0049261083743842365,0.0066088846782892665,0.455
1_2_bartomeus_spain_2008_fraop_1_2,8,5,0.3851203501094092,0.36470594253074434,0.61
1_2_bartomeus_spain_2008_fraop_1_2,9,5,0.33260393873085337,0.3350982340344746,0.429
1_2_bartomeus_spain_2008_fraop_1_2,10,5,0.2188183807439825,0.21974488776680615,0.484
1_2_bartomeus_spain_2008_fraop_1_2,11,5,0.024070021881838075,0.027231557653319225,0.517
1_2_bartomeus_spain_2008_fraop_1_2,12,5,0,3.9244624656948663e-4,0
1_2_bartomeus_spain_2008_fraop_1_2,13,5,0.015317286652078774,0.025908491793333183,0.367
1_2_bartomeus_spain_2008_fraop_1_2,14,5,0.024070021881838075,0.024857210679103833,0.506
1_2_bartomeus_spain_2008_fraop_1_2,15,5,0,0.0018082048981687682,0
1_2_bartomeus_spain_2008_fraop_1_2,16,5,0,5.4858237108778276e-6,0
1_2_bartomeus_spain_2008_fraop_1_2,17,5,0,2.4753857376957835e-4,0
